phn	cls	pi
IY-spn-spn	XXX	6755
IY-spn-P	XXX	6756
IY-spn-T	XXX	6757
IY-spn-K	XXX	6758
IY-spn-B	XXX	6759
IY-spn-D	XXX	6760
IY-spn-G	XXX	6761
IY-spn-CH	XXX	6762
IY-spn-JH	XXX	6763
IY-spn-F	XXX	6764
IY-spn-S	XXX	6765
IY-spn-TH	XXX	6766
IY-spn-SH	XXX	6767
IY-spn-HH	XXX	6768
IY-spn-V	XXX	6769
IY-spn-Z	XXX	6770
IY-spn-DH	XXX	6771
IY-spn-ZH	XXX	6772
IY-spn-M	XXX	6773
IY-spn-N	XXX	6774
IY-spn-NG	XXX	6775
IY-spn-L	XXX	6776
IY-spn-R	XXX	6777
IY-spn-Y	XXX	6778
IY-spn-W	XXX	6779
IY-spn-IY	XXX	6780
IY-spn-IH	XXX	6781
IY-spn-UW	XXX	6782
IY-spn-UH	XXX	6783
IY-spn-EH	XXX	6784
IY-spn-ER	XXX	6785
IY-spn-AO	XXX	6786
IY-spn-AE	XXX	6787
IY-spn-AH	XXX	6788
IY-spn-AA	XXX	6789
IY-spn-EY	XXX	6790
IY-spn-OW	XXX	6791
IY-spn-OY	XXX	6792
IY-spn-AY	XXX	6793
IY-spn-AW	XXX	6794
IH-spn-sta	XXX	6795
IH-spn-stp	XXX	6796
IH-spn-sil	XXX	6797
IH-spn-spn	XXX	6798
IH-spn-P	XXX	6799
IH-spn-T	XXX	6800
IH-spn-K	XXX	6801
IH-spn-B	XXX	6802
IH-spn-D	XXX	6803
IH-spn-G	XXX	6804
IH-spn-CH	XXX	6805
IH-spn-JH	XXX	6806
IH-spn-F	XXX	6807
IH-spn-S	XXX	6808
IH-spn-TH	XXX	6809
IH-spn-SH	XXX	6810
IH-spn-HH	XXX	6811
IH-spn-V	XXX	6812
IH-spn-Z	XXX	6813
IH-spn-DH	XXX	6814
IH-spn-ZH	XXX	6815
IH-spn-M	XXX	6816
IH-spn-N	XXX	6817
IH-spn-NG	XXX	6818
IH-spn-L	XXX	6819
IH-spn-R	XXX	6820
IH-spn-Y	XXX	6821
IH-spn-W	XXX	6822
IH-spn-IY	XXX	6823
IH-spn-IH	XXX	6824
IH-spn-UW	XXX	6825
IH-spn-UH	XXX	6826
IH-spn-EH	XXX	6827
IH-spn-ER	XXX	6828
IH-spn-AO	XXX	6829
IH-spn-AE	XXX	6830
IH-spn-AH	XXX	6831
IH-spn-AA	XXX	6832
IH-spn-EY	XXX	6833
IH-spn-OW	XXX	6834
IH-spn-OY	XXX	6835
IH-spn-AY	XXX	6836
IH-spn-AW	XXX	6837
UW-spn-sta	XXX	6838
UW-spn-stp	XXX	6839
UW-spn-sil	XXX	6840
UW-spn-spn	XXX	6841
UW-spn-P	XXX	6842
UW-spn-T	XXX	6843
UW-spn-K	XXX	6844
UW-spn-B	XXX	6845
UW-spn-D	XXX	6846
UW-spn-G	XXX	6847
UW-spn-CH	XXX	6848
UW-spn-JH	XXX	6849
UW-spn-F	XXX	6850
UW-spn-S	XXX	6851
UW-spn-TH	XXX	6852
UW-spn-SH	XXX	6853
UW-spn-HH	XXX	6854
UW-spn-V	XXX	6855
UW-spn-Z	XXX	6856
UW-spn-DH	XXX	6857
UW-spn-ZH	XXX	6858
UW-spn-M	XXX	6859
UW-spn-N	XXX	6860
UW-spn-NG	XXX	6861
UW-spn-L	XXX	6862
UW-spn-R	XXX	6863
UW-spn-Y	XXX	6864
UW-spn-W	XXX	6865
UW-spn-IY	XXX	6866
UW-spn-IH	XXX	6867
UW-spn-UW	XXX	6868
UW-spn-UH	XXX	6869
UW-spn-EH	XXX	6870
UW-spn-ER	XXX	6871
UW-spn-AO	XXX	6872
UW-spn-AE	XXX	6873
UW-spn-AH	XXX	6874
UW-spn-AA	XXX	6875
UW-spn-EY	XXX	6876
UW-spn-OW	XXX	6877
UW-spn-OY	XXX	6878
UW-spn-AY	XXX	6879
UW-spn-AW	XXX	6880
UH-spn-sta	XXX	6881
UH-spn-stp	XXX	6882
UH-spn-sil	XXX	6883
UH-spn-spn	XXX	6884
UH-spn-P	XXX	6885
UH-spn-T	XXX	6886
UH-spn-K	XXX	6887
UH-spn-B	XXX	6888
UH-spn-D	XXX	6889
UH-spn-G	XXX	6890
UH-spn-CH	XXX	6891
UH-spn-JH	XXX	6892
UH-spn-F	XXX	6893
UH-spn-S	XXX	6894
UH-spn-TH	XXX	6895
UH-spn-SH	XXX	6896
UH-spn-HH	XXX	6897
UH-spn-V	XXX	6898
UH-spn-Z	XXX	6899
UH-spn-DH	XXX	6900
UH-spn-ZH	XXX	6901
UH-spn-M	XXX	6902
UH-spn-N	XXX	6903
UH-spn-NG	XXX	6904
UH-spn-L	XXX	6905
UH-spn-R	XXX	6906
UH-spn-Y	XXX	6907
UH-spn-W	XXX	6908
UH-spn-IY	XXX	6909
UH-spn-IH	XXX	6910
UH-spn-UW	XXX	6911
UH-spn-UH	XXX	6912
UH-spn-EH	XXX	6913
UH-spn-ER	XXX	6914
UH-spn-AO	XXX	6915
UH-spn-AE	XXX	6916
UH-spn-AH	XXX	6917
UH-spn-AA	XXX	6918
UH-spn-EY	XXX	6919
UH-spn-OW	XXX	6920
UH-spn-OY	XXX	6921
UH-spn-AY	XXX	6922
UH-spn-AW	XXX	6923
EH-spn-sta	XXX	6924
EH-spn-stp	XXX	6925
EH-spn-sil	XXX	6926
EH-spn-spn	XXX	6927
EH-spn-P	XXX	6928
EH-spn-T	XXX	6929
EH-spn-K	XXX	6930
EH-spn-B	XXX	6931
EH-spn-D	XXX	6932
EH-spn-G	XXX	6933
EH-spn-CH	XXX	6934
EH-spn-JH	XXX	6935
EH-spn-F	XXX	6936
EH-spn-S	XXX	6937
EH-spn-TH	XXX	6938
EH-spn-SH	XXX	6939
EH-spn-HH	XXX	6940
EH-spn-V	XXX	6941
EH-spn-Z	XXX	6942
EH-spn-DH	XXX	6943
EH-spn-ZH	XXX	6944
EH-spn-M	XXX	6945
EH-spn-N	XXX	6946
EH-spn-NG	XXX	6947
EH-spn-L	XXX	6948
EH-spn-R	XXX	6949
EH-spn-Y	XXX	6950
EH-spn-W	XXX	6951
EH-spn-IY	XXX	6952
EH-spn-IH	XXX	6953
EH-spn-UW	XXX	6954
EH-spn-UH	XXX	6955
EH-spn-EH	XXX	6956
EH-spn-ER	XXX	6957
EH-spn-AO	XXX	6958
EH-spn-AE	XXX	6959
EH-spn-AH	XXX	6960
EH-spn-AA	XXX	6961
EH-spn-EY	XXX	6962
EH-spn-OW	XXX	6963
EH-spn-OY	XXX	6964
EH-spn-AY	XXX	6965
EH-spn-AW	XXX	6966
ER-spn-sta	XXX	6967
ER-spn-stp	XXX	6968
ER-spn-sil	XXX	6969
ER-spn-spn	XXX	6970
ER-spn-P	XXX	6971
ER-spn-T	XXX	6972
ER-spn-K	XXX	6973
ER-spn-B	XXX	6974
ER-spn-D	XXX	6975
ER-spn-G	XXX	6976
ER-spn-CH	XXX	6977
ER-spn-JH	XXX	6978
ER-spn-F	XXX	6979
ER-spn-S	XXX	6980
ER-spn-TH	XXX	6981
ER-spn-SH	XXX	6982
ER-spn-HH	XXX	6983
ER-spn-V	XXX	6984
ER-spn-Z	XXX	6985
ER-spn-DH	XXX	6986
ER-spn-ZH	XXX	6987
ER-spn-M	XXX	6988
ER-spn-N	XXX	6989
ER-spn-NG	XXX	6990
ER-spn-L	XXX	6991
ER-spn-R	XXX	6992
ER-spn-Y	XXX	6993
ER-spn-W	XXX	6994
ER-spn-IY	XXX	6995
ER-spn-IH	XXX	6996
ER-spn-UW	XXX	6997
ER-spn-UH	XXX	6998
ER-spn-EH	XXX	6999
ER-spn-ER	XXX	7000
ER-spn-AO	XXX	7001
ER-spn-AE	XXX	7002
ER-spn-AH	XXX	7003
ER-spn-AA	XXX	7004
ER-spn-EY	XXX	7005
ER-spn-OW	XXX	7006
ER-spn-OY	XXX	7007
ER-spn-AY	XXX	7008
ER-spn-AW	XXX	7009
AO-spn-sta	XXX	7010
AO-spn-stp	XXX	7011
AO-spn-sil	XXX	7012
AO-spn-spn	XXX	7013
AO-spn-P	XXX	7014
AO-spn-T	XXX	7015
AO-spn-K	XXX	7016
AO-spn-B	XXX	7017
AO-spn-D	XXX	7018
AO-spn-G	XXX	7019
AO-spn-CH	XXX	7020
AO-spn-JH	XXX	7021
AO-spn-F	XXX	7022
AO-spn-S	XXX	7023
AO-spn-TH	XXX	7024
AO-spn-SH	XXX	7025
AO-spn-HH	XXX	7026
AO-spn-V	XXX	7027
AO-spn-Z	XXX	7028
AO-spn-DH	XXX	7029
AO-spn-ZH	XXX	7030
AO-spn-M	XXX	7031
AO-spn-N	XXX	7032
AO-spn-NG	XXX	7033
AO-spn-L	XXX	7034
AO-spn-R	XXX	7035
AO-spn-Y	XXX	7036
AO-spn-W	XXX	7037
AO-spn-IY	XXX	7038
AO-spn-IH	XXX	7039
AO-spn-UW	XXX	7040
AO-spn-UH	XXX	7041
AO-spn-EH	XXX	7042
AO-spn-ER	XXX	7043
AO-spn-AO	XXX	7044
AO-spn-AE	XXX	7045
AO-spn-AH	XXX	7046
AO-spn-AA	XXX	7047
AO-spn-EY	XXX	7048
AO-spn-OW	XXX	7049
AO-spn-OY	XXX	7050
AO-spn-AY	XXX	7051
AO-spn-AW	XXX	7052
AE-spn-sta	XXX	7053
AE-spn-stp	XXX	7054
AE-spn-sil	XXX	7055
AE-spn-spn	XXX	7056
AE-spn-P	XXX	7057
AE-spn-T	XXX	7058
AE-spn-K	XXX	7059
AE-spn-B	XXX	7060
AE-spn-D	XXX	7061
AE-spn-G	XXX	7062
AE-spn-CH	XXX	7063
AE-spn-JH	XXX	7064
AE-spn-F	XXX	7065
AE-spn-S	XXX	7066
AE-spn-TH	XXX	7067
AE-spn-SH	XXX	7068
AE-spn-HH	XXX	7069
AE-spn-V	XXX	7070
AE-spn-Z	XXX	7071
AE-spn-DH	XXX	7072
AE-spn-ZH	XXX	7073
AE-spn-M	XXX	7074
AE-spn-N	XXX	7075
AE-spn-NG	XXX	7076
AE-spn-L	XXX	7077
AE-spn-R	XXX	7078
AE-spn-Y	XXX	7079
AE-spn-W	XXX	7080
AE-spn-IY	XXX	7081
AE-spn-IH	XXX	7082
AE-spn-UW	XXX	7083
AE-spn-UH	XXX	7084
AE-spn-EH	XXX	7085
AE-spn-ER	XXX	7086
AE-spn-AO	XXX	7087
AE-spn-AE	XXX	7088
AE-spn-AH	XXX	7089
AE-spn-AA	XXX	7090
AE-spn-EY	XXX	7091
AE-spn-OW	XXX	7092
AE-spn-OY	XXX	7093
AE-spn-AY	XXX	7094
AE-spn-AW	XXX	7095
AH-spn-sta	XXX	7096
AH-spn-stp	XXX	7097
AH-spn-sil	XXX	7098
AH-spn-spn	XXX	7099
AH-spn-P	XXX	7100
AH-spn-T	XXX	7101
AH-spn-K	XXX	7102
AH-spn-B	XXX	7103
AH-spn-D	XXX	7104
AH-spn-G	XXX	7105
AH-spn-CH	XXX	7106
AH-spn-JH	XXX	7107
AH-spn-F	XXX	7108
AH-spn-S	XXX	7109
AH-spn-TH	XXX	7110
AH-spn-SH	XXX	7111
AH-spn-HH	XXX	7112
AH-spn-V	XXX	7113
AH-spn-Z	XXX	7114
AH-spn-DH	XXX	7115
AH-spn-ZH	XXX	7116
AH-spn-M	XXX	7117
AH-spn-N	XXX	7118
AH-spn-NG	XXX	7119
AH-spn-L	XXX	7120
AH-spn-R	XXX	7121
AH-spn-Y	XXX	7122
AH-spn-W	XXX	7123
AH-spn-IY	XXX	7124
AH-spn-IH	XXX	7125
AH-spn-UW	XXX	7126
AH-spn-UH	XXX	7127
AH-spn-EH	XXX	7128
AH-spn-ER	XXX	7129
AH-spn-AO	XXX	7130
AH-spn-AE	XXX	7131
AH-spn-AH	XXX	7132
AH-spn-AA	XXX	7133
AH-spn-EY	XXX	7134
AH-spn-OW	XXX	7135
AH-spn-OY	XXX	7136
AH-spn-AY	XXX	7137
AH-spn-AW	XXX	7138
AA-spn-sta	XXX	7139
AA-spn-stp	XXX	7140
AA-spn-sil	XXX	7141
AA-spn-spn	XXX	7142
AA-spn-P	XXX	7143
AA-spn-T	XXX	7144
AA-spn-K	XXX	7145
AA-spn-B	XXX	7146
AA-spn-D	XXX	7147
AA-spn-G	XXX	7148
AA-spn-CH	XXX	7149
AA-spn-JH	XXX	7150
AA-spn-F	XXX	7151
AA-spn-S	XXX	7152
AA-spn-TH	XXX	7153
AA-spn-SH	XXX	7154
AA-spn-HH	XXX	7155
AA-spn-V	XXX	7156
AA-spn-Z	XXX	7157
AA-spn-DH	XXX	7158
AA-spn-ZH	XXX	7159
AA-spn-M	XXX	7160
AA-spn-N	XXX	7161
AA-spn-NG	XXX	7162
AA-spn-L	XXX	7163
AA-spn-R	XXX	7164
AA-spn-Y	XXX	7165
AA-spn-W	XXX	7166
AA-spn-IY	XXX	7167
AA-spn-IH	XXX	7168
AA-spn-UW	XXX	7169
AA-spn-UH	XXX	7170
AA-spn-EH	XXX	7171
AA-spn-ER	XXX	7172
AA-spn-AO	XXX	7173
AA-spn-AE	XXX	7174
AA-spn-AH	XXX	7175
AA-spn-AA	XXX	7176
AA-spn-EY	XXX	7177
AA-spn-OW	XXX	7178
AA-spn-OY	XXX	7179
AA-spn-AY	XXX	7180
AA-spn-AW	XXX	7181
EY-spn-sta	XXX	7182
EY-spn-stp	XXX	7183
EY-spn-sil	XXX	7184
EY-spn-spn	XXX	7185
EY-spn-P	XXX	7186
EY-spn-T	XXX	7187
EY-spn-K	XXX	7188
EY-spn-B	XXX	7189
EY-spn-D	XXX	7190
EY-spn-G	XXX	7191
EY-spn-CH	XXX	7192
EY-spn-JH	XXX	7193
EY-spn-F	XXX	7194
EY-spn-S	XXX	7195
EY-spn-TH	XXX	7196
EY-spn-SH	XXX	7197
EY-spn-HH	XXX	7198
EY-spn-V	XXX	7199
EY-spn-Z	XXX	7200
EY-spn-DH	XXX	7201
EY-spn-ZH	XXX	7202
EY-spn-M	XXX	7203
EY-spn-N	XXX	7204
EY-spn-NG	XXX	7205
EY-spn-L	XXX	7206
EY-spn-R	XXX	7207
EY-spn-Y	XXX	7208
EY-spn-W	XXX	7209
EY-spn-IY	XXX	7210
EY-spn-IH	XXX	7211
EY-spn-UW	XXX	7212
EY-spn-UH	XXX	7213
EY-spn-EH	XXX	7214
EY-spn-ER	XXX	7215
EY-spn-AO	XXX	7216
EY-spn-AE	XXX	7217
EY-spn-AH	XXX	7218
EY-spn-AA	XXX	7219
EY-spn-EY	XXX	7220
EY-spn-OW	XXX	7221
EY-spn-OY	XXX	7222
EY-spn-AY	XXX	7223
EY-spn-AW	XXX	7224
OW-spn-sta	XXX	7225
OW-spn-stp	XXX	7226
OW-spn-sil	XXX	7227
OW-spn-spn	XXX	7228
OW-spn-P	XXX	7229
OW-spn-T	XXX	7230
OW-spn-K	XXX	7231
OW-spn-B	XXX	7232
OW-spn-D	XXX	7233
OW-spn-G	XXX	7234
OW-spn-CH	XXX	7235
OW-spn-JH	XXX	7236
OW-spn-F	XXX	7237
OW-spn-S	XXX	7238
OW-spn-TH	XXX	7239
OW-spn-SH	XXX	7240
OW-spn-HH	XXX	7241
OW-spn-V	XXX	7242
OW-spn-Z	XXX	7243
OW-spn-DH	XXX	7244
OW-spn-ZH	XXX	7245
OW-spn-M	XXX	7246
OW-spn-N	XXX	7247
OW-spn-NG	XXX	7248
OW-spn-L	XXX	7249
OW-spn-R	XXX	7250
OW-spn-Y	XXX	7251
OW-spn-W	XXX	7252
OW-spn-IY	XXX	7253
OW-spn-IH	XXX	7254
OW-spn-UW	XXX	7255
OW-spn-UH	XXX	7256
OW-spn-EH	XXX	7257
OW-spn-ER	XXX	7258
OW-spn-AO	XXX	7259
OW-spn-AE	XXX	7260
OW-spn-AH	XXX	7261
OW-spn-AA	XXX	7262
OW-spn-EY	XXX	7263
OW-spn-OW	XXX	7264
OW-spn-OY	XXX	7265
OW-spn-AY	XXX	7266
OW-spn-AW	XXX	7267
OY-spn-sta	XXX	7268
OY-spn-stp	XXX	7269
OY-spn-sil	XXX	7270
OY-spn-spn	XXX	7271
OY-spn-P	XXX	7272
OY-spn-T	XXX	7273
OY-spn-K	XXX	7274
OY-spn-B	XXX	7275
OY-spn-D	XXX	7276
OY-spn-G	XXX	7277
OY-spn-CH	XXX	7278
OY-spn-JH	XXX	7279
OY-spn-F	XXX	7280
OY-spn-S	XXX	7281
OY-spn-TH	XXX	7282
OY-spn-SH	XXX	7283
OY-spn-HH	XXX	7284
OY-spn-V	XXX	7285
OY-spn-Z	XXX	7286
OY-spn-DH	XXX	7287
OY-spn-ZH	XXX	7288
OY-spn-M	XXX	7289
OY-spn-N	XXX	7290
OY-spn-NG	XXX	7291
OY-spn-L	XXX	7292
OY-spn-R	XXX	7293
OY-spn-Y	XXX	7294
OY-spn-W	XXX	7295
OY-spn-IY	XXX	7296
OY-spn-IH	XXX	7297
OY-spn-UW	XXX	7298
OY-spn-UH	XXX	7299
OY-spn-EH	XXX	7300
OY-spn-ER	XXX	7301
OY-spn-AO	XXX	7302
OY-spn-AE	XXX	7303
OY-spn-AH	XXX	7304
OY-spn-AA	XXX	7305
OY-spn-EY	XXX	7306
OY-spn-OW	XXX	7307
OY-spn-OY	XXX	7308
OY-spn-AY	XXX	7309
OY-spn-AW	XXX	7310
AY-spn-sta	XXX	7311
AY-spn-stp	XXX	7312
AY-spn-sil	XXX	7313
AY-spn-spn	XXX	7314
AY-spn-P	XXX	7315
AY-spn-T	XXX	7316
AY-spn-K	XXX	7317
AY-spn-B	XXX	7318
AY-spn-D	XXX	7319
AY-spn-G	XXX	7320
AY-spn-CH	XXX	7321
AY-spn-JH	XXX	7322
AY-spn-F	XXX	7323
AY-spn-S	XXX	7324
AY-spn-TH	XXX	7325
AY-spn-SH	XXX	7326
AY-spn-HH	XXX	7327
AY-spn-V	XXX	7328
AY-spn-Z	XXX	7329
AY-spn-DH	XXX	7330
AY-spn-ZH	XXX	7331
AY-spn-M	XXX	7332
AY-spn-N	XXX	7333
AY-spn-NG	XXX	7334
AY-spn-L	XXX	7335
AY-spn-R	XXX	7336
AY-spn-Y	XXX	7337
AY-spn-W	XXX	7338
AY-spn-IY	XXX	7339
AY-spn-IH	XXX	7340
AY-spn-UW	XXX	7341
AY-spn-UH	XXX	7342
AY-spn-EH	XXX	7343
AY-spn-ER	XXX	7344
AY-spn-AO	XXX	7345
AY-spn-AE	XXX	7346
AY-spn-AH	XXX	7347
AY-spn-AA	XXX	7348
AY-spn-EY	XXX	7349
AY-spn-OW	XXX	7350
AY-spn-OY	XXX	7351
AY-spn-AY	XXX	7352
AY-spn-AW	XXX	7353
AW-spn-sta	XXX	7354
AW-spn-stp	XXX	7355
AW-spn-sil	XXX	7356
AW-spn-spn	XXX	7357
AW-spn-P	XXX	7358
AW-spn-T	XXX	7359
AW-spn-K	XXX	7360
AW-spn-B	XXX	7361
AW-spn-D	XXX	7362
AW-spn-G	XXX	7363
AW-spn-CH	XXX	7364
AW-spn-JH	XXX	7365
AW-spn-F	XXX	7366
AW-spn-S	XXX	7367
AW-spn-TH	XXX	7368
AW-spn-SH	XXX	7369
AW-spn-HH	XXX	7370
AW-spn-V	XXX	7371
AW-spn-Z	XXX	7372
AW-spn-DH	XXX	7373
AW-spn-ZH	XXX	7374
AW-spn-M	XXX	7375
AW-spn-N	XXX	7376
AW-spn-NG	XXX	7377
AW-spn-L	XXX	7378
AW-spn-R	XXX	7379
AW-spn-Y	XXX	7380
AW-spn-W	XXX	7381
AW-spn-IY	XXX	7382
AW-spn-IH	XXX	7383
AW-spn-UW	XXX	7384
AW-spn-UH	XXX	7385
AW-spn-EH	XXX	7386
AW-spn-ER	XXX	7387
AW-spn-AO	XXX	7388
AW-spn-AE	XXX	7389
AW-spn-AH	XXX	7390
AW-spn-AA	XXX	7391
AW-spn-EY	XXX	7392
AW-spn-OW	XXX	7393
AW-spn-OY	XXX	7394
AW-spn-AY	XXX	7395
AW-spn-AW	XXX	7396
sta-P-sta	PLO	7397
sta-P-stp	PLO	7398
sta-P-sil	PLO	7399
sta-P-spn	PLO	7400
sta-P-P	PLO	7401
sta-P-T	PLO	7402
sta-P-K	PLO	7403
sta-P-B	PLO	7404
sta-P-D	PLO	7405
sta-P-G	PLO	7406
sta-P-CH	PLO	7407
sta-P-JH	PLO	7408
sta-P-F	PLO	7409
sta-P-S	PLO	7410
sta-P-TH	PLO	7411
sta-P-SH	PLO	7412
sta-P-HH	PLO	7413
sta-P-V	PLO	7414
sta-P-Z	PLO	7415
sta-P-DH	PLO	7416
sta-P-ZH	PLO	7417
sta-P-M	PLO	7418
sta-P-N	PLO	7419
sta-P-NG	PLO	7420
sta-P-L	PLO	7421
sta-P-R	PLO	7422
sta-P-Y	PLO	7423
sta-P-W	PLO	7424
sta-P-IY	PLO	7425
sta-P-IH	PLO	7426
sta-P-UW	PLO	7427
sta-P-UH	PLO	7428
sta-P-EH	PLO	7429
sta-P-ER	PLO	7430
sta-P-AO	PLO	7431
sta-P-AE	PLO	7432
sta-P-AH	PLO	7433
sta-P-AA	PLO	7434
sta-P-EY	PLO	7435
sta-P-OW	PLO	7436
sta-P-OY	PLO	7437
sta-P-AY	PLO	7438
sta-P-AW	PLO	7439
stp-P-sta	PLO	7440
stp-P-stp	PLO	7441
stp-P-sil	PLO	7442
stp-P-spn	PLO	7443
stp-P-P	PLO	7444
stp-P-T	PLO	7445
stp-P-K	PLO	7446
stp-P-B	PLO	7447
stp-P-D	PLO	7448
stp-P-G	PLO	7449
stp-P-CH	PLO	7450
stp-P-JH	PLO	7451
stp-P-F	PLO	7452
stp-P-S	PLO	7453
stp-P-TH	PLO	7454
stp-P-SH	PLO	7455
stp-P-HH	PLO	7456
stp-P-V	PLO	7457
stp-P-Z	PLO	7458
stp-P-DH	PLO	7459
stp-P-ZH	PLO	7460
stp-P-M	PLO	7461
stp-P-N	PLO	7462
stp-P-NG	PLO	7463
stp-P-L	PLO	7464
stp-P-R	PLO	7465
stp-P-Y	PLO	7466
stp-P-W	PLO	7467
stp-P-IY	PLO	7468
stp-P-IH	PLO	7469
stp-P-UW	PLO	7470
stp-P-UH	PLO	7471
stp-P-EH	PLO	7472
stp-P-ER	PLO	7473
stp-P-AO	PLO	7474
stp-P-AE	PLO	7475
stp-P-AH	PLO	7476
stp-P-AA	PLO	7477
stp-P-EY	PLO	7478
stp-P-OW	PLO	7479
stp-P-OY	PLO	7480
stp-P-AY	PLO	7481
stp-P-AW	PLO	7482
sil-P-sta	PLO	7483
sil-P-stp	PLO	7484
sil-P-sil	PLO	7485
sil-P-spn	PLO	7486
sil-P-P	PLO	7487
sil-P-T	PLO	7488
sil-P-K	PLO	7489
sil-P-B	PLO	7490
sil-P-D	PLO	7491
sil-P-G	PLO	7492
sil-P-CH	PLO	7493
sil-P-JH	PLO	7494
sil-P-F	PLO	7495
sil-P-S	PLO	7496
sil-P-TH	PLO	7497
sil-P-SH	PLO	7498
sil-P-HH	PLO	7499
sil-P-V	PLO	7500
sil-P-Z	PLO	7501
sil-P-DH	PLO	7502
sil-P-ZH	PLO	7503
sil-P-M	PLO	7504
sil-P-N	PLO	7505
sil-P-NG	PLO	7506
sil-P-L	PLO	7507
sil-P-R	PLO	7508
sil-P-Y	PLO	7509
sil-P-W	PLO	7510
sil-P-IY	PLO	7511
sil-P-IH	PLO	7512
sil-P-UW	PLO	7513
sil-P-UH	PLO	7514
sil-P-EH	PLO	7515
sil-P-ER	PLO	7516
sil-P-AO	PLO	7517
sil-P-AE	PLO	7518
sil-P-AH	PLO	7519
sil-P-AA	PLO	7520
sil-P-EY	PLO	7521
sil-P-OW	PLO	7522
sil-P-OY	PLO	7523
sil-P-AY	PLO	7524
sil-P-AW	PLO	7525
spn-P-sta	PLO	7526
spn-P-stp	PLO	7527
spn-P-sil	PLO	7528
spn-P-spn	PLO	7529
spn-P-P	PLO	7530
spn-P-T	PLO	7531
spn-P-K	PLO	7532
spn-P-B	PLO	7533
spn-P-D	PLO	7534
spn-P-G	PLO	7535
spn-P-CH	PLO	7536
spn-P-JH	PLO	7537
spn-P-F	PLO	7538
spn-P-S	PLO	7539
spn-P-TH	PLO	7540
spn-P-SH	PLO	7541
spn-P-HH	PLO	7542
spn-P-V	PLO	7543
spn-P-Z	PLO	7544
spn-P-DH	PLO	7545
spn-P-ZH	PLO	7546
spn-P-M	PLO	7547
spn-P-N	PLO	7548
spn-P-NG	PLO	7549
spn-P-L	PLO	7550
spn-P-R	PLO	7551
spn-P-Y	PLO	7552
spn-P-W	PLO	7553
spn-P-IY	PLO	7554
spn-P-IH	PLO	7555
spn-P-UW	PLO	7556
spn-P-UH	PLO	7557
spn-P-EH	PLO	7558
spn-P-ER	PLO	7559
spn-P-AO	PLO	7560
spn-P-AE	PLO	7561
spn-P-AH	PLO	7562
spn-P-AA	PLO	7563
spn-P-EY	PLO	7564
spn-P-OW	PLO	7565
spn-P-OY	PLO	7566
spn-P-AY	PLO	7567
spn-P-AW	PLO	7568
P-P-sta	PLO	7569
P-P-stp	PLO	7570
P-P-sil	PLO	7571
P-P-spn	PLO	7572
P-P-P	PLO	7573
P-P-T	PLO	7574
P-P-K	PLO	7575
P-P-B	PLO	7576
P-P-D	PLO	7577
P-P-G	PLO	7578
P-P-CH	PLO	7579
P-P-JH	PLO	7580
P-P-F	PLO	7581
P-P-S	PLO	7582
P-P-TH	PLO	7583
P-P-SH	PLO	7584
P-P-HH	PLO	7585
P-P-V	PLO	7586
P-P-Z	PLO	7587
P-P-DH	PLO	7588
P-P-ZH	PLO	7589
P-P-M	PLO	7590
P-P-N	PLO	7591
P-P-NG	PLO	7592
P-P-L	PLO	7593
P-P-R	PLO	7594
P-P-Y	PLO	7595
P-P-W	PLO	7596
P-P-IY	PLO	7597
P-P-IH	PLO	7598
P-P-UW	PLO	7599
P-P-UH	PLO	7600
P-P-EH	PLO	7601
P-P-ER	PLO	7602
P-P-AO	PLO	7603
P-P-AE	PLO	7604
P-P-AH	PLO	7605
P-P-AA	PLO	7606
P-P-EY	PLO	7607
P-P-OW	PLO	7608
P-P-OY	PLO	7609
P-P-AY	PLO	7610
P-P-AW	PLO	7611
T-P-sta	PLO	7612
T-P-stp	PLO	7613
T-P-sil	PLO	7614
T-P-spn	PLO	7615
T-P-P	PLO	7616
T-P-T	PLO	7617
T-P-K	PLO	7618
T-P-B	PLO	7619
T-P-D	PLO	7620
T-P-G	PLO	7621
T-P-CH	PLO	7622
T-P-JH	PLO	7623
T-P-F	PLO	7624
T-P-S	PLO	7625
T-P-TH	PLO	7626
T-P-SH	PLO	7627
T-P-HH	PLO	7628
T-P-V	PLO	7629
T-P-Z	PLO	7630
T-P-DH	PLO	7631
T-P-ZH	PLO	7632
T-P-M	PLO	7633
T-P-N	PLO	7634
T-P-NG	PLO	7635
T-P-L	PLO	7636
T-P-R	PLO	7637
T-P-Y	PLO	7638
T-P-W	PLO	7639
T-P-IY	PLO	7640
T-P-IH	PLO	7641
T-P-UW	PLO	7642
T-P-UH	PLO	7643
T-P-EH	PLO	7644
T-P-ER	PLO	7645
T-P-AO	PLO	7646
T-P-AE	PLO	7647
T-P-AH	PLO	7648
T-P-AA	PLO	7649
T-P-EY	PLO	7650
T-P-OW	PLO	7651
T-P-OY	PLO	7652
T-P-AY	PLO	7653
T-P-AW	PLO	7654
K-P-sta	PLO	7655
K-P-stp	PLO	7656
K-P-sil	PLO	7657
K-P-spn	PLO	7658
K-P-P	PLO	7659
K-P-T	PLO	7660
K-P-K	PLO	7661
K-P-B	PLO	7662
K-P-D	PLO	7663
K-P-G	PLO	7664
K-P-CH	PLO	7665
K-P-JH	PLO	7666
K-P-F	PLO	7667
K-P-S	PLO	7668
K-P-TH	PLO	7669
